$Version=1
$FileExt=.mrp
$RootPath=Sound Banks
$FilePath=Sound Banks
$Alternative=Morphine
$Caption=Morphine
$RegPath=Morphine
$RegValue=rootFolder
$Format=344

$Flags=12
$ColName=Name
$ColSize=Size
$ColCount=Presets
$BankText=preset
$SampleText=preset

;CDName|SubDirName|ItemName|Count|FileSize|ProductCode|Flags|WebLink
Morphine|FrankGenusBank1|PAD Liquidity FG|0|71|0|0|
Morphine|FrankGenusBank1|PAD Martins FG|0|807|0|0|
Morphine|FrankGenusBank1|PAD Piano Pad FG|0|332|0|0|
Morphine|FrankGenusBank1|PAD Plead The 5th FG|0|373|0|0|
Morphine|FrankGenusBank1|PAD PWX FG|0|61|0|0|
Morphine|FrankGenusBank1|PAD Simple-Morph FG|0|11|0|0|
Morphine|FrankGenusBank1|PAD Solemn Eno FG|0|190|0|0|
Morphine|FrankGenusBank1|PAD Solemn FG|0|490|0|0|
Morphine|FrankGenusBank1|PAD Spirits FG|0|313|0|0|
Morphine|FrankGenusBank1|PRC Bell Tree FG|0|238|0|0|
Morphine|FrankGenusBank1|PRC Crotals FG|0|426|0|0|
Morphine|FrankGenusBank1|PRC Crystalline FG|0|221|0|0|
Morphine|FrankGenusBank1|PRC Far East FG|0|360|0|0|
Morphine|FrankGenusBank1|PRC Hammered Church FG|0|26|0|0|
Morphine|FrankGenusBank1|PRC Jazz Vibes FG|0|81|0|0|
Morphine|FrankGenusBank1|PRC Kalimba FG|0|200|0|0|
Morphine|FrankGenusBank1|PRC Morpher FG|0|173|0|0|
Morphine|FrankGenusBank1|PRC PPG-Wave Chime FG|0|90|0|0|
Morphine|FrankGenusBank1|PRC Ride Cymbal (C3)|0|722|0|0|
Morphine|FrankGenusBank1|PRC Sierra FG|0|27|0|0|
Morphine|FrankGenusBank1|PRC Tibetan Bowl FG|0|275|0|0|
Morphine|FrankGenusBank1|SFX Additive Sweep FG|0|3133|0|0|
Morphine|FrankGenusBank1|SFX Background - Church FG|0|5161|0|0|
Morphine|FrankGenusBank1|SFX Bird Call (Under C2) FG|0|568|0|0|
Morphine|FrankGenusBank1|SFX Davens Loon (Mid-Lo C) (AT) FG|0|79|0|0|
Morphine|FrankGenusBank1|SFX Fallen From Grace FG|0|212|0|0|
Morphine|FrankGenusBank1|SFX Neutron FG|0|2509|0|0|
Morphine|FrankGenusBank1|STR Banjo FG|0|465|0|0|
Morphine|FrankGenusBank1|STR Harp FG|0|135|0|0|
Morphine|FrankGenusBank1|STR Loose Sitar FG|0|1061|0|0|
Morphine|FrankGenusBank1|STR Sitar FG|0|352|0|0|
Morphine|FrankGenusBank1|SYN Ballad Pad FG|0|68|0|0|
Morphine|FrankGenusBank1|SYN ChinaTown FG|0|69|0|0|
Morphine|FrankGenusBank1|SYN Diamonds FG|0|284|0|0|
Morphine|FrankGenusBank1|SYN Dirty Ebow FG|0|459|0|0|
Morphine|FrankGenusBank1|SYN Hold Me FG|0|20|0|0|
Morphine|FrankGenusBank1|SYN Retro Trancer Remix FG|0|12|0|0|
Morphine|FrankGenusBank1|SYN Stringer 1 FG|0|721|0|0|
Morphine|FrankGenusBank1|SYN Stringer 2 FG|0|1787|0|0|
Morphine|FrankGenusBank1|SYN Synbrass FG|0|907|0|0|
Morphine|FrankGenusBank1|WND Bass Clarinet FG|0|78|0|0|
Morphine|FrankGenusBank1|WND Concert Oboe FG|0|258|0|0|
Morphine|FrankGenusBank1|WND Tibetan Flute (AT) FG|0|231|0|0|
Morphine||Morphine video tutorials|0|0|0|16|tut_Morphine


